id,马来语
16137,"Terms of Use for the Gallery

If you have any questions about, or if you wish to send us any notices in relation to, this Term of Use for the Gallery (hereinafter referred as “Agreement”), please contact us at miniwantech@gmail.com.

1. Acceptance of the Agreement 
Unless expressly defined otherwise this Agreement, all capitalized terms in this Agreement shall have the same meaning as defined in the Terms of Use and the Privacy Policy. 

You agree to be bound by the the Agreement, the Terms of Use, the Privacy Policy and any other agreements entered by you with Miniwan related to the software“Miniworld: Block Art” (Collectively referred as the “Terms”). Anything not agreed in this Agreement shall be executed as agreed in the Terms.

2. Intellectual Property
With the elements, tools, functions and other contents in or of our software “Miniworld: Block Art”, our Services may allow you to communicate, submit, upload or otherwise make available text, images, audio, video, competition entries or other content, which may be accessible and viewable by the public (“User modified Contents”). You may not submit or upload User modified Contents that is defamatory, harassing, threatening, bigoted, hateful, violent, vulgar, obscene, pornographic, or otherwise offensive or that harms or can reasonably be expected to harm any person or entity, whether or not such material is protected by law. 

Ownership of the Intellectual Property. The visual interfaces, graphics, design, compilation, information, data, computer code (including source code or object code), products, software, services, all other elements of the Service and the User modified Contents (-Intellectual Property- or -IP-) are protected by law. All IP contained in the Service is our property or third-party licensors’ property. Except as expressly authorized by us in these Terms, you may not make use of any IP contained in the Service. We reserve all rights to the IP not granted expressly in these Terms. 

You are solely responsible for the User modified Contents you have made and you represent and warrant that: (i)You have the necessary licenses, rights, consents, and permissions, to communicate, submit, upload or make the User modified Contents Representations; and (2) the User modified Contents, and the use of your User modified Contents, does not and will not: (i) infringe, violate, or misappropriate any third-party right, including any copyright, trademark, patent, trade secret, moral right, privacy right, right of publicity, or any other intellectual property or proprietary right; (ii) slander, defame, libel, or invade the right of privacy, publicity or other property rights of any other person; (iii) require Miniwan to obtain any further licenses from or pay royalties or compensation or other amounts or provide any attribution to any third parties; (iv) result in a breach of contract between you and a third party; or (v) cause us to violate any law or regulation. You agree to pay all monies owing to any person as a result of providing the User modified Contents. 

You agree to indemnify and hold us and our subsidiary and affiliated companies, and each of their respective employees and officers, harmless from any demands, loss, liability, claims or expenses (including attorneys' fees), made against us by any third party arising out of or in connection with our use and exploitation of the User Generated Content. You also agree not to enforce any moral rights, ancillary rights or similar rights in or to the User Generated Content against us or our licensees, distributors, agents, representatives and other authorized users, and agree to procure the same agreement not to enforce from others who may possess such rights. 

We have the right but not the obligation to monitor, screen, post, remove, modify, store and review User modified Content or communications sent through Service, at any time and for any reason, including to ensure that the User Modified Content or communication conforms to the Terms, without prior notice to you. We are not responsible for, and do not endorse or guarantee, the opinions, views, advice or recommendations posted or sent by users. 

3. MONITORING AND PROHIBITED ACTIVITIES
We have no obligation to monitor the User modified Content and we are not responsible for monitoring the Service for inappropriate or illegal Content or conduct by other players. However, we do reserve the right, in our sole discretion, to monitor and/or record your interactions with the Services and other players (including chat text and voice communications) when you are using the Services.

You agree not to engage in any of the following prohibited activities on or in relation to our services, or allow any person to use Your Account with us to do the same:
• send any unsolicited, unauthorised spam (such as spam comments in our social media services), advertising or promotional messages, or any other commercial communications;
• submit, upload, transmit or display, through our services, any content (whether displayed publicly or not, and whether displayed directly or indirect to any other users) which in fact or in our reasonable opinion:
o breaches any laws or regulations (or may result in a breach of any laws or regulations when used in a manner permitted by this Terms of Use);
o creates a risk of loss or damage to any person or property;
o is fraudulent, false, misleading or deceptive;
o harms or exploits any person (whether adult or minor) in any way, including via bullying, harassment or threats of violence;
o is hateful, harassing, abusive, racially or ethnically offensive, defamatory, humiliating to other people (publicly or otherwise), threatening, profane or otherwise objectionable;
o promotes or encourages self-harming;
o infringes our rights or any third party’s rights, including any intellectual property rights, contractual rights, confidentiality rights or privacy rights;
o is pornographic, sexually explicit, violent or otherwise of an indecent or offensive nature; or
o encourages or is likely to encourage any of the above;
• violate any applicable laws or regulations, including credit card fraud or bank account fraud;
• engage in any illegal or potentially illegal (as determined by us) activities or transactions, including sale of any illicit drugs or money laundering;
• gamble, provide gambling information or entice others to engage in gambling through any method;
• use or exploit any of our intellectual property rights (including our trademarks, brand name, logo, any other of our proprietary information or the layout or design of any page), or otherwise infringe on any of our intellectual property rights (including attempting to reverse engineer any applications or software used to access our services);
• access any of our services, collect or process any content made available through our services, send or redirect any communications through our services, in each case, through the use any automated bots, software, engines, crawlers, scrapers, data mining tools or the like, or attempt to do any of the foregoing, including using any automated means to artificially promote any content;
• engage in any “framing”, “mirroring,” or other techniques directed at simulating the appearance or function of our services;
• interfere with, or attempt to interfere with, any user’s or any other party’s access to our services;
• intentionally distribute viruses, worms, Trojan horses, corrupted files or other malicious code or items;
• share or publish any other person’s personally identifiable information using our services without their express consent;
• probe or test the vulnerability of, or otherwise circumvent (or attempt to circumvent) any security features on, our services, our systems or the systems of other users;
• create multiple accounts for disruptive or abusive purposes; or
• engage in any other activity that encourages any person or entity to breach this Terms of Use.

4. Indemnity
You agree that you will be responsible for your use of the Service, and you agree to defend and indemnify us and our officers, directors, employees, consultants, affiliates, investors, business partners, subsidiaries and agents (together, the -Affiliated Parties-) from and against every claim, liability, damage, loss, and expense, including reasonable attorneys’ fees and costs, arising out of or in any way connected with: (a) your access to, use of, or alleged use of the Service; (b) your violation of any portion of these Terms, any representation, warranty, or agreement referenced in these Terms, or any applicable law or regulation; (c) your violation of any third-party right, including any intellectual property or proprietary right, publicity or privacy right, property right, or confidentiality obligation; or (d) any dispute or issue between you and any third party. We reserve the right, at our own expense, to assume the exclusive defense and control of any matter otherwise subject to indemnification by you (without limiting your indemnification obligations with respect to that matter), and in that case, you agree to cooperate with our defense of that claim.

YOU AGREE TO INDEMNIFY US, OUR PARTNERS AND OUR AFFILIATE COMPANIES FROM AND AGAINST ANY CLAIM, SUIT, ACTION, DEMAND, DAMAGE, DEBT, LOSS, COST, EXPENSE (INCLUDING LITIGATION COSTS AND ATTORNEYS’ FEES) AND LIABILITY ARISING FROM: (I) YOUR USE OF OUR SERVICES OR SOFTWARE; OR (II) YOUR BREACH OF THIS TERMS OF USE."
16138,Notis
16139,"Sumber berikut akan membatalkan muat naik, menghapus fail di server, dan fail tempatan tidak akan terpengaruh"
16140,"Sumber berikut ada dalam produk bengkel sumber, sila keluarkan terlebih dahulu dan padamkan produk sebelum membatalkan muat naik"
16141,Padam sumber
16142,"Sumber berikut akan dihapus, dan fail tempatan tidak dapat diambil selepas penghapusan"
16143,"Sumber berikut telah dimuat naik dan tidak dapat dihapus, batalkan muat naik terlebih dahulu"
16144,Muat naik sumber
16145,Sila pindah atau muat turun sumber ke sini.
16146,Saiz Muat Naik @1/@3 Jumlah Muat Naik @2/@4
16147,Bantuan Pusat Sumber
16148,"#cfa7a0fApa itu Pusat Sumber?#n
 Pusat Sumber adalah tempat pemain menguruskan sumber daya mereka (seperti model miniatur).
 
 #cfa7a0fPusat Sumber-Untuk apa peta semasa digunakan?#n
 1. Sumber yang dibuat oleh pemain dalam peta akan disimpan di peta Pusat Sumber-Semasa. Anda hanya boleh menggunakan sumber ini di peta ini.
 2. Anda boleh menyusun, memindahkan, menghapus sumber ini di peta Pusat Sumber-Semasa.
 3. Anda boleh menyalin sumber ke Perpustakaan Utama dengan memindahkan sumber di peta semasa. Anda boleh mengunjungi perpustakaan utama di peta lain.
 
 #cfa7a0fApa yang digunakan Pusat Perpustakaan Pusat Sumber?#n
 1. Anda hanya boleh mengunjungi sumber-sumber peta semasa di peta ini. Tetapi anda boleh mengunjungi sumber Perpustakaan Utama di semua peta. Perpustakaan Utama adalah seperti stesen pemindahan semua peta.
 2. Anda boleh memindahkan/menyalin sumber peta semasa ke Perpustakaan Utama. Juga, simpan sumber di Perpustakaan Utama, yang dimuat turun di Pakaian Sumber.
 3. Anda boleh menyusun, memindahkan, memuat naik, membatalkan muat naik, memuat turun, menghapus sumber di Pusat Sumber-Perpustakaan Utama.
 
 #cfa7a0fBagaimana menggunakan sumber daya?#n
 1. Klik sumber untuk menggunakannya di bar pintasan.
 2. Klik sumber di Perpustakaan Utama, maka sumber akan disalin dalam peta semasa secara automatik.
 3. Pilih fail dan uruskan dalam senarai sumber yang sesuai. Pilih sebahagian sumber dan memindahkannya ke peta semasa.
 4. Sumber
 Pusat Sumber boleh digunakan untuk membuat penampilan plugin.
 5. Blok model makhluk, penyunting model khusus dapat menggunakan sumber daya di Pusat Sumber.
 
 #cfa7a0fBagaimana memuat naik sumber?#n
 1. Klik urus untuk memilih sumber yang tidak dimuat naik. Klik muat naik. Sumber yang berjaya dimuat akan mempunyai ikon awan di sudut kiri atas.
 2. Makluman: Jumlah sumber dan ukuran yang dimuat akan terhad.
 
 #cfa7a0fApa sumber yang dimuat naik digunakan?#n
 1. Sekiranya anda menukar peranti, anda masih boleh memuat turun sumber yang dimuat naik sebelumnya.
 2. Sumber yang sudah dimuat boleh dikongsi. Orang lain boleh memuat turun dan menggunakan.
 
 #cfa7a0fBagaimana membatalkan muat naik?#n
 1. Klik urus untuk memilih sumber yang dimuat naik dan batalkan muat naik.
 2. Pemberitahuan: Anda tidak dapat membatalkan muat naik jika sumber daya sudah ada di rak (Sudah digunakan dalam item. Anda perlu mengeluarkannya dari rak untuk membatalkan muat naik.
 
 #cfa7a0f Apakah sumber penciptaan sekunder?#n
 1. Jika anda menggunakan sumber yang dimuat turun di Galeri Sumber dalam blok model makhluk atau penyunting model khusus, sumber yang dihasilkan akan menjadi sumber sekunder.
 2. Anda tidak boleh memuat naik sumber penciptaan sekunder. Hanya boleh menggunakannya secara tempatan."
16149,Tidak dapat menyalin sumber semasa dalam talian
16150,Sumber ini adalah sumber lama dan tidak dapat dimuat naik. Sila jana semula
16151,Komponen ini adalah sumber yang dimuat turun. Model yang dibuat dengan komponen ini akan disimpan sebagai sumber pengarang sekunder dan tidak dapat memuat naik di pusat sumber. Adakah anda mahu terus menambahkannya?
16152,Jumlah Fail Pusat Sumber Utama @1/@2
16153,"Jumlah ruangqan fail pusat sumber utama tidak mencukupi, sila padam dan cuba lagi"
16154,Dipilih@1 (Bilangan fail pusat sumber utama@2/@3)
16155,Penyegerakan Lembaga Penciptaan Mini
16156,"Lembaga Penciptaan Mini telah diterbitkan ke Mini World File, klik untuk memuat turunnya ke #CFA7A0F Folder Default #N"
16157,Muat turun semua
16158,"Peta disyaki melanggar peraturan, pusat sumber tidak dapat dibuka"
16159,Perpustakaan audio.
16160,Sila masukkan nama audio
16161,Sila pilih Audio.
16162,Sila muat naik audio pada komputer
16163,"Sambungan rangkaian gagal, sila cuba lagi"
16164,Saiz audio melebihi had @1m
16165,"Sambungan pelayan gagal, sila cuba lagi kemudian"
16166,Muat naik audio berjaya
16167,"Memuat naik sumber, sila tunggu"
16168,Adakah anda pasti mahu memadamkan audio ini?
16199,Kemas kini diperlukan
16200,Bengkel Sumber
16201,Halaman utama
16202,Kategori
16203,Model
16204,Cari Sumber
16205,Topik
16206,Saya punya
16207,Penjualan
16208,Pembelian
16209,Pengumpulan saya
16210,Pilihan Terkini
16211,Tukar pasukan
16212,Masukkan kandungan carian
16213,Terkini
16214,Popular
16215,Tapis
16216,Label
16217,Tanda
16218,Mata wang
16219,Set Semula
16220,Mengandungi sumber(#cfa7a0f@1#n)
16221,Penerangan
16222,Sila buka kunci produk terlebih dahulu
16223,Muat Turun
16224,Sedang dimuat turun
16225,Telah dimuat turun
16226,"Sumber telah dimuat turun, sila periksa di pusat sumber utama"
16227,Item yang akan dimuat turun: #cfa7a0f@1#n
16228,Jumlah muat turun sumber percuma hari ini: @1
16229,Item akan disimpan dalam Kegemaran
16230,Salin ID Item
16231,Mencuri sumber orang lain
16232,Carian popular
16233,Mencari nama Item
16234,Pengarang
16235,Item
16236,Semua sumber
16237,Mencari nama produk #cfa7a0f@1#n” mendapatkan #cfa7a0f@2# nombor hasil
16238,Mencari Pengarang “#cfa7a0f@1#n” mendapatkan #cfa7a0f@2# nombor hasil
16239,Mencari ID produk “#cfa7a0f@1#n” mendapatkan #cfa7a0f@2# nombor hasil
16240,Semua Topik
16241,Topik Model
16242,Tambah Item
16243,Cipta Item
16244,Sila memilih jenis produk yang hendak dijana
16245,Tambah sumber dulu
16246,Masukkan 11 Aksara
16247,Tambah sumber
16248,Jenis Bayaran
16249,Pilih sumber tambahan
16250,Sumber ini sudah tersedia dalam produk lain
16251,Menggunakan sumber yang dimuat turun untuk pembuatan sekunder tidak boleh dimuat naik
16252,Sudah dipilih(@1/10)
16253,Nombor mencapai had atas
16254,Masukkan Penerangan (120 patah perkataan)
16255,Pilih label
16256,Memilih label yang tepat akan membolehkan pemain menemui produk dengan lebih baik
16257,"Produk akan berada di rak tidak lama lagi. Maklumat produk tidak dapat diubah setelah berada di rak, dan hanya perihalan nama yang dapat diubahsuai setelah keluar dari rak. Dilarang sama sekali menghasilkan dan berkongsi kandungan haram seperti pornografi, politik, keganasan, dll., Pesalah akan disekat dan bertanggungjawab secara sah menurut undang-undang"
16258,Paparkan Item
16259,Sila isikan informasi produk sebelum disenaraikan
16260,Sedang muat naik
16261,Senaraian gagal
16262,Senaraian berjaya!
16263,"Pasti nak padam produk ini?
 
 #cef2d2d (padaman produk ini akan memadam semua data statistik sedia ada, seperti jumlah muat turun dll) #n"
16264,Ditinjau
16265,Periksa
16266,Pelanggaran peraturan
16267,Untuk disenaraikan
16268,Sudah tidak disenarai
16269,Disenarai
16270,Disenarai semula
16271,"Adakah anda pasti mahu mengeluarkan produk ini?
 #cef2d2d (Menghapus produk hanya menetapkan produk agar dapat dilihat oleh anda, dan menyimpan semua data statistik, seperti muat turun, dll. Ia dapat disenaraikan semula setelah dikeluarkan) #n"
16272,"Adakah anda pasti mahu memadamkan produk ini?
 #cef2d2d (menghapus produk akan menghapus data statistik yang dihasilkan setelah produk disenaraikan, seperti muat turun, dll. Sekiranya ia adalah produk percuma, produk tidak akan dapat dimuat turun setelah dihapus) #n"
16273,Buka kunci bidang produk
16274,Dikeluarkan
16275,Dipadamkan
16276,"Produk ini sudah dipadam oleh pengarang, sila keluarkan"
16277,Notis: Item percuma tidak akan direkod dalam sistem
16278,Sila buka kunci produk terlebih dahulu
16279,Benda
16280,Imej
16281,Pemandangan
16282,Senjata
16283,Senjata api
16284,Alat
16285,Peralatan
16286,Mainan
16287,Makanan
16288,Barangan runcit
16289,Orang
16290,Haiwan
16291,Raksasa
16292,Robot
16293,Bangunan
16294,Blok
16295,Tumbuhan
16296,Benda hiasan
16297,Perabot
16298,Kenderaan
16299,Mekanikal
16300,Susunan
16301,Semua Item
16302,Jumlah Item
16303,Sila muat turun sebelum memberi komen
16304,Tidak boleh komen sendiri
16305,Anda sudah komen sebelum ini
16306,"Kosong, cuba tapis lain"
16307,"Kosong, sila muat turn produk terlebih dahulu"
16308,"Kosing, sila simpan produk terlebih dahulu"
16309,Produk tidak disenaraikan
16310,"#cfa7a0fApa itu Pakaian Sumber?#n
 Pakaian Sumber adalah tempat pemain berkongsi dan memuat turun sumber (seperti model miniatur).
 
 #cfa7a0fBagaimana memuat naik sumber?#n
 1. Klik tambang - Produk untuk menambah item.
 2. Tambahkan sumber yang dimuat naik di perpustakaan Pusat Sumber-Utama. Isi maklumat dan pilih teg.
 3. Klik letakkan di rak, item akan memasuki mod tinjauan. Apabila diluluskan, ia akan dipaparkan di pakaian Sumber.
 4. Sumber yang sangat baik dapat diketengahkan.
 
 #cfa7a0fBagaimana memuat turun sumber?#n
 1. Anda boleh menyemak butiran item di Pakaian Sumber. Klik untuk memuat turun. Makluman: Bilangan muat turun item percuma adalah terhad.
 2. Sumber yang dimuat turun akan disimpan di Pusat Sumber-Perpustakaan Utama.
 3. Item yang dimuat turun boleh didapati di Pakaian Sumber-Dibeli. Perhatian: Item percuma tidak akan disimpan di server. Sekiranya anda menukar peranti, senarai item yang dimuat turun akan hilang. Sumber yang dimuat turun tidak akan terjejas.
 
 #cfa7a0fApa yang boleh memuat turun sumber yang digunakan?#n
 1. Sumber yang dimuat turun dapat digunakan dalam peta dan mencipta objek, seperti blok, alat peraga, dan makhluk.
 2. Boleh menggunakan penampilan plugin.
 3. Digunakan dalam model makhluk, penyunting model khusus. Perhatian: Sekiranya anda menggunakan sumber yang dimuat turun untuk penciptaan, sumber yang telah siap akan dibuat sekunder dan tidak dapat dimuat ke Perpustakaan Utama.
 
 #cfa7a0fBagaimana untuk memadam item yang sudah ada di rak?#n
 1. Klik item di rak di produk lombong, keluarkan dari rak di halaman perincian item. Perhatian: Item yang dikeluarkan dari rak hanya dapat dilihat oleh anda. Semua data disimpan. Boleh diletakkan di rak lagi.
 2. Klik item yang sudah dikeluarkan dari rak. Padamkannya di halaman butiran item. Perhatian: Data juga akan dihapus dan pemain lain tidak dapat memuat turunnya.
 
 #cfa7a0fApa itu ID item?#n
 1. Klik Lagi di sudut kanan bawah pada halaman perincian. Klik salin ID item. Ini adalah satu-satunya ID item.
 2. Cari item ID untuk mencari item yang sesuai dan anda boleh membaginya dengan orang lain.
 
 #cfa7a0fPanduan rasmi sumber terpilih#n
 1. Kehalusan: Ia dibuat dengan indah dan dapat menunjukkan kepada orang-orang, haiwan atau alat peraga yang dinyatakan dengan wajar dan halus, atau mempunyai gaya seni yang unik. Karya akhir mempunyai prestasi dalam permainan yang agak baik.
 2. Keaslian: Ini adalah karya asli.
 3. Simulasi: Sekiranya model merujuk kepada item kehidupan sebenar atau item prototaip lain.
 4. Maklumat lengkap: Semasa memuat naik, isi tajuk terperinci dan benar item model, tidak kurang dari 16 huruf keterangan, dan pilih 1-3 label yang sesuai.
 
 
 #cfa7a0fKriteria untuk Sumber Utama#n
 1) Pengeluaran berkualiti tinggi. Sumbernya mesti indah dan dengan gaya seni tertentu. Reka bentuk dan penghasilan watak, haiwan, atau alat harus dapat menunjukkan idea penciptanya. Sumber daya akan dapat berjalan lancar dalam permainan.
 2) Mesti Karya Asli. Sumber mesti asli dari pencipta, yang bermaksud sumber tersebut tidak boleh disalin dari sumber pencipta lain.
 3) Replika objek sebenar. Sekiranya sumber dalam item tersebut merujuk kepada objek dari realiti atau karya seni yang lain, sumber tersebut sangat serupa dengan objek asal.
 4) Integriti maklumat. Item mesti dimuat dengan maklumat, termasuk ① tajuk yang benar, terperinci, dan dapat menggambarkan item dengan tepat; ② penerangan dengan lebih daripada 8 perkataan untuk item tersebut; ③ 1-3 teg yang sesuai. Item dengan lebih daripada tiga teg akan dipilih secara istimewa."
16311,Bantuan Pusat Sumber
16312,Tidak dapat ikut sendiri
16313,Gagal untuk mengemas sumber
16314,Kesilapan parameter
16315,Maksimum muat turun 10 produk pada masa yang sama
16316,Produk sedang dimuat turun
16317,Masa tamat
16318,Cuba lagi
16319,Produk mencapai tahap had atas
16320,Sila bersetuju dengan perjanjian terlebih dahulu
16321,"UID kurang daripada 7 hari, produk tidah dapat dijana"
16322,"Selepas pengesahan nama sebenar, produk boleh dibuat, dan produk boleh diletakkan di rak sumber yang dimuat naik di perpustakaan keseluruhan pusat sumber"
16323,Belum log masuk
16324,Sumber terlalu kecil
16325,Sumber terlalu besar
16326,Nombor sumber mencapai had atas
16327,Ruang sumber mencapai had atas
16328,Sumber ID salah
16329,"Sumber sedang disenarai dalam senarai produk, permuatan naik tidak boleh dibatalkan"
16330,Tiada sumber tersebut
16331,Jenis produk salah
16332,Nama produk tidak boleh kosong
16333,Kuantiti produk mencapai had atas
16334,Parameter sumber untuk membentuk produk salah
16335,Sumber telah disenaraikan dalam produk lain
16336,Maklumat Sumber Kosong
16337,Produk ID salah
16338,"Tiada produk ini, tidak dapat dihantar untuk semakan"
16339,"Semakan produk belum selesai, tidak dapat dihantar"
16340,"Ini bukan produk anda, anda tidah berhak untuk mengguna"
16341,UID salah
16342,Report parameter salah
16343,Anda tidak boleh menilai produk sendiri
16344,Sudah pernah menilai produk ini
16345,"Nama produk kosong, tidak dapat menilai"
16346,"Maklumat produk kosong, tidak dapat menilai"
16347,"Sistem sibuk, status penilaian tidak dapat dijumpai buat sementara waktu"
16348,"Sistem sibuk, tidak dapat disimpan buat sementara waktu"
16349,Pengesahan nama sebenar diperlukan untuk memuat naik produk
16350,"Interaksi terlalu kerap, perlahankan(@1s)"
16351,"Keputusan: #cfa7a0f@1#n Label, #cfa7a0f@2#n Tanda, #cfa7a0f@3#n Bayaran"
16352,Nama produk terlalu panjang
16353,Huraian produk terlalu panjang
16354,Tidak memenuhi syarat untuk menyenaraikan produk
16355,Masa pengesahan nama produk tamat
16356,Nama produk tidak mematuhi peraturan
16357,Masa pengesahan huraian produk tamat
16358,Huraian produk tidak mematuhi peraturan
16359,"Sumber tidak mematuhi peraturan, tidak dapat dipilih"
16360,Sila tambah label
16361,Pasti muat turun
16362,"Sebilangan sumber gagal dimuat turun, sila periksa di pusat sumber utama untuk mendapatkan sumber yang dimuat turun"
