id,印尼语
21639,Iklan
21640,Gratis
21641,#LAds Modus
21642,"Bila Anda mengaktifkan modus iklan, pemain bisa mendapatkan#cfa7a0ffree item#n melalui menonton iklan. Dan Anda juga dapat#cfa7a0fgain laba#n."
21643,Ubah bahasa【#cff3d2b@1#n】gagal
21644,Ubah bahasa 【#c5aea0a@1#n】 gagal
21645,Ubah tampilan bahasa
21646,Ganti terjemahan yg ada?
21647,Bahasa
21648,"#cfa7a0fApa kegunaan dari pemilihan sistem bahasa?#n#rSetelah memilih menggunakan sistem bahasa, kamu dapat menterjemahkan isi peta yg awalnya ditulis dengan bahasa asing. Klik utk menerjemahkan ke bahasamu.#rKetika orang lain masuk ke peta itu, mereka dapat memilih memakai bahasa original atau bahasa terjemahan."
21649,Jenis Bahasa
21650,Edit terjemahan
21651,Terjemahan yg tersedia
21652,Translate All
21653,Teks original [#cfa7a0f@1#n]
21654,Terjemahan [#cfa7a0f@1#n]
21655,Melebihi Batas
21656,Kosong
21657,"Teks original terdeteksi telah di edit sebelumnya, klik yakin untuk translate otomatis(#cfa7a0fNote:Terjemahan sebelumnya akan terganti#n"
21658,@1 Shop
21659,peta Warehouse
21660,1. Item yang dibeli akan disimpan di gudang peta dengan mengklik tombol kiri bawah
21661,2. Item yang dibeli dapat digunakan dalam setiap arsip peta saat ini
21662,Shelf Kapasitas:
21663,Config produk
21664,Dibeli dengan
21665,Tambahkan Tag
21666,Harga penjualan
21667,Kuantitas untuk Setiap
21668,Pilih Mata Uang
21669,Melebihi Batas
21670,tren
21671,Baru
21672,Pilih Tag
21673,Peta Versi Tidak Tersedia
21674,ransel penuh. Ekstrak @1 berhasil.
21675,Apakah Anda yakin untuk mengekstrak @1 ransel dari arsip saat ini?
21676,Ekstrak
21677,Apakah Anda yakin untuk mengambil item tidak dapat digunakan untuk ransel di arsip saat ini?
21678,jaringan Gagal
21679,Informasi berhasil disimpan
21680,Fitur ini hanya tersedia untuk developer yang terverifikasi. Klik tombol di bawah untuk verifikasi di Developer Center.
21681,Anda perlu diverifikasi sebagai pengembang untuk menggunakan fungsi ini.
21682,Verifikasi
21683,#c0aaa1a@1#n/@2
21684,Memori book crafting bar tidak cukup
21685,Sdh ditempatkan pada book bar
21686,Kotak pesan
21687,"Target 【#cff3d2b@1#n】tdk aktif, transfer gagal"
21688,Ganti
21689,Tidak ganti
21690,"Menerjemahkan, harap tunggu..."
21691,Berhasil
21692,Timeout
21693,"Belum tersimpan, yakin utk keluar?"
21694,Crafting selesai!
21695,Break down selesai
21696,Slot penuh
21697,Kosong
21698,Toko:@1
21699,Sistem interaksi
21700,Buat toko baru
21701,Edit toko
21702,Setting Toko
21703,Nama Toko
21704,Deskripsi
21705,Item setting
21706,Nama item
21707,Batas beli :
21708,Waktu penambahan:
21709,Beli :
21710,Item baru
21711,Detail item setting
21712,Beli item
21713,Beli bintang
21714,Beli koin
21715,Batas beli :
21716,Batas beli :
21717,Tambahkan item
21718,Tambahkan waktu
21719,Sisa : @1
21720,Sold out
21721,Pembelian item
21722,Jumlah
21723,Koin kurang
21724,Beli :
21725,Pilih kertas
21726,Pilih buku
21727,Waktu pembelian terbatas
21728,Hapus skin diy yg belum kamu simpan utk menyimpan dress up ini
21729,Dapat dari event
21730,Hapus skin diy yg belum kamu simpan utk menyimpan dress up ini
21731,Tas sudah penuh. Pembelian @2 #cfa7a0f@1#n berhasil
21732,Pembelian @2 #cfa7a0f@1#n berhasil
21733,"Inventory penuh, gagal beli"
21734,Yakin utk hapus toko ini?
21735,Yakin utk reset setting?
21736,Nama item
21737,Hasil pencarian #cfa7a0f@1#n
21738,Item tidak tersedia
21739,Jenis konten tidak boleh kosong
21740,Gagal buat toko
21741,Toko diperbaharui
21742,On
21743,Off
21744,View
21745,Dekat
21746,Tengah
21747,Jauh
21748,Lebih jauh
21749,Paling jauh
21750,Tema UI
21751,Hijau Misra
21752,Kuning Mecha
21753,Biru Mermale
21754,Lucky Bag
21755,Termasuk item
21756,Tipe
21757,Fixed Drop
21758,Kondisi
21759,Silakan pilih jenis giftbag
21760,Random
21761,#LJumlah item drop
21762,#LIzinkan ulangi
21763,Jumlah yg diperlukan
21764,Item yg dikonsumsi
21765,Pilih item
21766,Presentase (%)
21767,Tambah item
21768,Silakan tambah item
21769,Probabilitas @1 (Tidak bisa simpan 100%)
21770,Kamu mendapatkan :
21771,Pakai @1 utk buka dan dapatkan item dibawah ini
21772,Berkesempatan utk mendapatkan @1 item dibawah ini
21773,Pakai @1 utk buka dan dapatkan @2 item dibawah ini
21774,Buka
21775,Cek detail>
21776,Item Setup
21777,Jumlah bag
21778,Like map
21779,Sudah beri blok
21780,Like map
21781,"Dukung#cfa7a0f@1#n, Peta#c0aaa1askor hadiah+@2#n"
21782,Kembalikan ce48100@1#n
21783,Catatan: Setiap map hanya dapat didukung sekali 30 hari
21784,Kamu telah like map ini
21785,Beri
21786,Like map ini jika kamu menyukainya
21787,@1 mu kurang. Silakan ambil di halaman bonus.
21788,Reward Skor
21789,Kirim hadiah
21790,Terima kasih atas dukunganmu!
21791,Like map #c0aba1d@1#n
21792,"#cfa7a0fApa yang dimaksud dengan like map?#n
Like map adalah tindakan yang dilakukan oleh pemain jika mereka menyukai map tertentu.

#cfa7a0fApa yang dimaksud dengan skor hadiah?#n
Like map dapat meningkatkan skor hadiah. Semakin tinggi skor hadiah, semakin populer pula map tersebut. Skor jumlah hadiah dari semua peta bersama akan ditampilkan di pusat tampilan.

#cfa7a0fApa saja perbedaan pemberian blok?#nBlok yang diberikan berbeda juga menghasilkan hadiah yang berbeda. Anda bisa mendapatkan hadiah sebagai imbalan jika blok yang diberikan dibeli dengan Mini coin. Nama Anda akan disorot di area komentar.  "
21793,Rating
21794,Rekomendasikan ke peneliti. (Map mendapatkan kesempatan untuk dilihat oleh peneliti)
21795,Rekomendasikan ke pemain. (Map mendapatkan kesempatan untuk dilihat oleh pemain lain)
21796,Beri nilai
21797,Batalkan
21798,Gagal buka
21799,Tdk cukup item utk buka
21800,"Tas hampir penuh, silakan hapus beberapa item"
21801,Dapat
21802,Masukkan nama toko
21803,Deskripsi toko
21804,Dapatkan beberapa item setelah buka
21805,"Buka [Izinkan ulangi], pemain akan dapat item yg sama sesuai dgn presentasi yg diatur"
21806,Tipe : @1
21807,"Terdapat total @1 item di lucky bag ini, buka utk dapatkan kesempatan meraih @2 item"
21808,"Terdapat total @1 item di lucky bag ini, buka utk ambil semua item"
21809,Buka
21810,Item yang dibutuhkan kurang
21811,Terima kasih atas dukunganmu!
21812,Terima kasih atas dukunganmu atas karya yang aku buat! Dukunganmu sangat berarti dan merupakan motivasi untuk membuat lebih banyak karya lagi!
21816,Beli (limited)
21817,Kreator
21818,Map
21819,Masukan UID/nama kreator
21820,Masukkan nama map
21821,Riwayat pencarian
21822,Yakin untuk hapus semua riwayat pencarian?
21823,Trending
21824,Tidak ada hasil yang ditemukan
21825,@Null@
21826,"Hasil pencarian kosong, keyword terlalu pendek"
21827,produk saat ini di gudang dapat digunakan dalam setiap arsip peta ini
21828,Tidak ada produk belum. Pergi untuk memetakan toko untuk membeli.
21829,toko kosong
21830,Like map gagal. Map tidak diupload.
21831,blacklist
21832,Menghapus
21833,Hapus berhasil
21834,Apakah Anda yakin akan menghapus komentar ini?
21835,Hapus semua komentar
21836,Apakah Anda yakin akan menghapus semua komentar di status ini dari #c0aaa1a @1(@2)#n?
21837,Apakah Anda yakin untuk menambahkan#c0aaa1a @1(@2)#n di blacklist sehingga ia / dia tidak bisa berkomentar di bawah status Anda.
21838,Ditambahkan ke blacklist
21839,Anda dilarang untuk meninggalkan komentar di bawah #c0aaa1a @1#n.
21840,Gagal mengirim. Silakan coba lagi nanti
21841,@1 #r menjawab @2:
21842,Pemain ini sudah di blacklist
21843,Penerangan:
21844,Status Resmi
21845,Masukkan link
21846,Masukkan link
21847,Masukkan berhasil
21848,link saat:
21849,Gagal untuk menunjukkan status. Silakan periksa internet.
21850,Teks yang akan ditampilkan (T)
21851,Masukkan alamat hyperlink (E)
21852,Hapus
21853,Pencarian Map populer
21854,"Coba jenis penelusuran lain? kamu juga dapat mencari berdasarkan ""Creator"" atau ""Multiplayer"""
21855,Creator tidak ditemukan
21856,Kamu hanya dapat mencari ID host ruang online
21857,"Cari Peta, pemain, dan sumber daya"
21858,Coba kata kunci lain
21859,Pencarian ditemukan
21860,General
21861,Pemain
21862,Ruangan
21863,Sumber daya
21864,Creator 
21865,Map
21866,"Masukkan ID creator, ID sumber daya, dan nama"
21867,@Null@
22000,@Null@
22001,@Null@
22002,@Null@
22003,@Null@
22004,@Null@
22005,@Null@
22006,@Null@
22007,@Null@
22008,@Null@
22009,@Null@
22010,@Null@
22011,@Null@
22012,@Null@
22013,@Null@
22014,@Null@
22015,@Null@
22016,@Null@
22017,@Null@
22018,@Null@
22019,@Null@
22020,@Null@
22021,@Null@
22022,@Null@
22023,@Null@
22024,@Null@
22025,@Null@
22026,@Null@
22027,@Null@
22028,@Null@
22029,@Null@
22030,@Null@
22031,@Null@
22032,@Null@
22033,@Null@
22034,@Null@
22035,@Null@
22036,@Null@
22037,@Null@
22038,@Null@
22039,@Null@
22040,@Null@
22041,@Null@
22042,@Null@
22043,@Null@
22044,@Null@
22045,@Null@
22046,Hadiah menghubungkan:
22047,Berhasil menghubungkan E-mail untuk menerima hadiah 
22050,@Null@
23000,@Null@
23001,Toko
23002,Item ini tidak tersedia untuk versi peta ini. Silahkan download peta versi terbaru dan pembelian lagi.
23003,Silakan masukkan nomor
23004,Item ini tidak dapat diekstraksi
23005,Item ini tidak dapat dibeli
23006,produk yang sama ada. Silakan memilih lagi
23007,Nama barang
23008,Cukup Mini koin / biji. Silakan menebus dan coba lagi
23009,Peta pencipta tidak pengembang
23010,Berhasil membeli. Waktu telah otomatis terakumulasi.
23011,Kategori Item
23012,Senjata
23013,Peralatan
23014,Makanan
23015,Barang
23016,Consumable
23017,Lainnya
23018,Meningkat
23019,Alat
23020,Paket Hadiah
23021,Masukkan nama
23022,"Setelah menghapus, kategori akan dihapus. Apakah Anda yakin ingin menghapus itu?"
23023,penulis belum membuka toko
23024,Perhatian
23025,Rename
23026,Menyortir
23027,Menghapus
23028,Berganti nama berhasil
23029,Urutkan berhasil
23030,Hapus berhasil
23031,"Karakter yang terlalu lama, silakan coba lagi"
23032,Memiliki isi yang sensitif. Silakan coba lagi
23033,Pilih Kategori
23034,Silakan pilih atau membuat kategori
23035,Masukkan nama kategori baru
23036,Kategori baru
23037,Mencapai batas atas
23038,kesalahan data. Silakan membuka kembali toko
23039,Nama ini terlalu panjang
23040,Sisa
23041,Sisa @1 hari @2
23042,Mini Point
23043,Harga Mini Coin
23044,Harga Mini Point
23045,Mini Point tidak cukup. Tonton iklan lebih banyak dari telepon kamu.
23046,Room telah ditutup. Harap pilih ulang.
23200,@Null@
24000,@Null@
24001,@Null@
24002,@Null@
24003,@Null@
24100,@Null@
25000,Wilayah yang dipilih
25001,Panjang
25002,Lebar
25003,Tinggi
25004,Batalkan pilihan
25005,Batalkan titik akhir
25006,Kuas
25007,Pengisi
25008,Perbesar
25009,Berongga
25010,Tempel
25011,Tumpukan
25012,Ganti Balok
25013,Balok diganti
25014,Saat ini:
25015,Mode Kuas
25016,Wilayah yang dipilih
25017,Beralih ke modus memilih zona
25018,Beralih ke modus sikat
25019,Pilih balok pengisi
25020,Hanya mengisi bagian berongga
25021,Radius:
25022,kubus
25023,Silinder
25024,Bola
25025,planar segiempat
25026,planar Edaran
25027,Point-titik
25028,Dua poin membentuk permukaan
25029,Mode Sumbu X:
25030,Mode Sumbu Y:
25031,Mode Sumbu Z:
25032,suksesi:
25033,Bentuk
25034,#c5aea0aKuas Pengisi
25035,#c5aea0aKuas Penghapus
25036,#c5aea0aKuas Pengganti
25037,#c5aea0aKuas Penghalus
25038,blok Use untuk #c5aea0afill area yang dipilih
25039,#c5aea0aClear #nblocks di area yang dipilih
25040,#c5aea0aCopy #nblock di daerah yang dipilih
25041,#c5aea0aPaste #nblock di daerah yang dipilih
25042,#c5aea0aMove #nblock di daerah yang dipilih
25043,#c5aea0aReplace #nblock di daerah yang dipilih
25044,#c5aea0aPile #nblock di daerah yang dipilih
25045,Switched ke mode memilih #c5aea0aarea
25046,Switched ke mode #c5aea0abrush
25047,Blok di daerah yang dipilih berhasil dipindahkan
25048,#cffda0a @1 #n di daerah yang dipilih telah berubah menjadi #c5aea0a @2
25049,Batal area yang dipilih
25050,Blok di area yang dipilih dibersihkan
25051,isi berhasil
25052,tempel berhasil
25053,Pile berhasil
25054,area yang dipilih disalin berhasil
25055,Kembalikan berhasil
25056,Undo berhasil
25101,Terbuka toko pengembang
25102,Ransel penuh. Item akan disimpan di #YToko Developer-Gudang#n
25103,#Y@1#n berhasil dibeli. Buka ransel.
25104,Kamu belum mengatur item. Harap mengatur item di Toko Developer.
25200,Feature terbaru
25201,Direkomendasikan
25202,download
25203,menunggu
25204,kegagalan
25205,by download
25206,dengan Peringkat
25207,berdasarkan
25208,Pada saat fitur
25209,Pada saat penerbitan
25210,@1 Kritik Direkomendasikan
25211,jaringan gagal
25212,beban gagal
25213,@1 peta diperbarui
25214,"Maaf, kesalahan jaringan"
25215,Lebih
25216,Semua
25217,Contoh
25218,Kode
25219,Buka Kode
25220,Perubahan tidak akan disimpan
25221,Lebih
25222,Tutup
25223,Pemain ini agak malas. Tidak ada deskripsi.
25224,Map
25225,Download
25226,Popularitas
25227,Waktu update
25228,Favorit
25229,Like
25230,Di-favorit
25231,Di-like
25232,Rating
25233,Masuk cepat
25234,"Gagal bergabung, klik ikon di sebelah kanan untuk melihat status Online kamar"
25235,Hanya untuk belajar map contoh
25236,Beli lisensi map contoh
25237,Pelanggaran gambar cover
25238,Mengikuti
25239,Tema
25240,Rekomendasi
25241,Ranking
25242,Terbaru
25243,Milikku
25244,Rank-ku saat ini:
25245,Kreasi
25246,Topik hangat
25247,Detail topik
25248,Mengikuti
25249,Diikuti
25250,Map
25251,Paling banyak diunduh
25252,Unggahan terbaru
25253,Unggah paling awal
25254,Saya ingin \n mengunggah
25255,Tertunda
25256,Topik belum diverifikasi
25257,"Topik yang ditinjau melanggar, silakan kembali untuk memeriksa topik lainnya!"
25258,Memuat…
25259,Suka
25260,Tidak Suka
25261,Share
25262,"Sambungan gagal, silakan coba lagi"
25300,@Null@
25301,Avatar ini adalah avatar default
25400,Efek Biasa
25401,Efek Spesial
25402,Galeri Efek
25403,Penampilan
25404,Efek
25405,Atribut
25406,Edit status
25407,Nama
25408,Keterangan
25409,Ikon
25410,Efek Spesial
25411,Efek Suara
25412,Demo
25413,Durasi
25414,Mode Berkelanjutan
25415,Tak terbatas
25416,Terbatas
25417,Waktu
25418,Mode Status
25419,Status Positif
25420,Status Negatif
25421,Prioritas
25422,Ditimpa
25423,Bersamaan
25424,Tidak dihapus saat mati
25425,Detik
25426,Tambahkan efek
25427,Serang untuk menghapus status
25428,Cedera untuk menghapus status
25429,Jenis Kecepatan
25430,Ubah rasio
25431,Kecepatan Penggalian
25432,Jenis Damage
25433,Ubah nilai
25434,Jenis Atribut
25435,Jarak waktu
25436,Jenis Cedera
25437,Jenis Keberuntungan
25438,Balok Knock-back
25439,Bagian Tubuh
25440,Pilih model
25441,View belakang saat berubah
25442,Tidak dapat menggunakan item saat berubah
25443,Lingkungan
25444,Menyerap
25445,Jenis Serangan
25446,Balok Knock-up
25447,Probabilitas trigger
25448,Durasi
25449,Jenis Pertahanan
25450,Damage Serangan Balik
25451,Edit efek
25452,"Menipa: Jika status yang sama didapatkan, status saat ini akan ditimpa.
Bersamaan: Jika status yang sama didapatkan, status saat ini dan status baru akan hidup bersamaan."
25453,Atur jenis status
25454,Tidak dapat mengganti efek ini
25455,Status tambahan
25456,Ganti volume
25457,Jatuhkan beberapa
25458,Galeri Status
25459,Jenis stamina
25460,Perilaku karakter
25461,Status karakter
25462,Batas Trigger
25463,Barang Jatuh
25464,Waktu Trigger
25465,@Null@
25466,@Null@
25467,@Null@
25468,@Null@
25469,@Null@
25470,@Null@
25471,@Null@
25472,@Null@
25473,@Null@
25474,@Null@
25475,@Null@
25476,@Null@
25477,@Null@
25478,@Null@
25479,@Null@
25480,@Null@
25481,@Null@
25482,@Null@
25483,@Null@
25484,@Null@
25485,@Null@
25486,@Null@
25487,@Null@
25488,@Null@
25489,@Null@
25490,@Null@
25491,@Null@
25492,@Null@
25493,@Null@
25494,@Null@
25495,@Null@
25496,@Null@
25497,@Null@
25498,@Null@
25499,Keterangan Edit Status
25500,"Keterangan plugin status:

#cfa7a0fPenampilan:#nNama, keterangan, icon, dan efek spesial status dapat diubah.
#cfa7a0fEfek:#nEfek status dapat diubah. Setiap status dapat mempunyai 5 efek maximum.
#cfa7a0fAtribut:#nAtur mode berkelanjutan dan atribut parameter dari status.
Catatan: Jika trigger ini telah menggunakan trigger bawaan atau skrip, kamu dapat klik tombol versi baru yang ada di pojok kanan atas di halaman trigger parsial atau tombol skrip parsial untuk berganti ke trigger skrip lama. Versi lama tidak mendukung konten baru."
25601,Ikon Status
25602,Ikon Skill
25603,Ikon Aksi
25604,Ikon Ekspresi
25605,@Null@
25606,@Null@
25607,@Null@
25608,@Null@
25609,@Null@
25610,@Null@
25750,Nama map
25751,Jenis map
25752,Perkenalan map
25753,Gambar cover
25754,Dimensi
25755,Ukuran
25756,Saya telah menyetujui #L#cfa7a0fsyarat dan ketentuan pengguna#n dan #L#cfa7a0fpemberitahuan rilis konten#n
25757,Pilih jenis map
25758,Harap masukkan perkenalan map
25759,Gambar cover kustom
25760,Tambahkan lebih banyak
25761,Fitur ini hanya tersedia untuk developer
25762,Fitur ini hanya tersedia untuk developer dengan ranking Nebula atau lebih
25763,Yakin ingin menghapus gambar cover? Screenshot in-game akan menjadi gambar cover.
25764,Dimensi atau ukuran gambar tidak memenuhi syarat
25765,Mode map akan berubah menjadi mode gameplay dengan memilih ini
